Latitude,Longitude,Metric population
50.474294035,30.513257278,2.39
50.474116000,30.512264400,1.77
50.474673926,30.512602082,1.69
50.474963788,30.514147977,1.80
50.429117179,30.521974998,1.94
50.428261589,30.521806302,1.81
50.428529500,30.522906950,2.46
50.448652403,30.489492266,2.22
50.441326600,30.418697750,1.97
50.445158179,30.418691784,1.99
50.444746095,30.419862911,2.00
50.441286194,30.417284936,1.96
50.443219950,30.418144500,1.93
50.439610622,30.419061493,1.90
50.439497902,30.418390249,1.81
50.440683700,30.418533300,1.84
50.442765750,30.416431250,1.98
50.440707618,30.417617913,1.85
50.441428968,30.417899696,1.97
50.443745879,30.418781102,2.38
50.442763950,30.417376250,1.99
50.443489041,30.420488842,2.02
50.443392979,30.415881667,1.59
50.439757978,30.419640107,1.91
50.439021482,30.418729837,1.81
50.443424617,30.416703549,1.94
50.443965375,30.419613192,2.47
50.443635750,30.421111200,2.01
50.441574600,30.412962250,1.96
50.443148800,30.413938800,1.89
50.441723584,30.413521599,2.00
50.444108650,30.414597350,1.96
50.443629000,30.414282550,1.93
50.441799140,30.414942910,2.32
50.444369500,30.415288839,1.94
50.442988650,30.414842050,2.04
50.442646150,30.415052600,2.07
50.442290847,30.415292660,2.02
50.441438000,30.412422800,1.97
50.480270600,30.453319700,1.98
50.479413850,30.450380050,2.04
50.480828942,30.454476504,2.35
50.479953960,30.450004504,1.95
50.479154750,30.448153150,2.05
50.479446250,30.451474350,1.96
50.482300800,30.454806950,2.05
50.479501750,30.449405000,1.98
50.478585192,30.446439814,2.04
50.482891900,30.456790150,1.25
50.476643550,30.447937850,1.92
50.478720849,30.450561052,1.99
50.478228400,30.445061150,2.03
50.478271274,30.448137211,1.59
50.482636241,30.454579050,2.05
50.477588894,30.448910811,2.08
50.477040300,30.448538250,1.75
50.476122224,30.447759347,1.73
50.477269095,30.449646251,2.10
50.481816873,30.457132028,2.20
50.477474132,30.446850355,1.98
50.476769317,30.449136378,1.84
50.477943357,30.445750434,1.99
50.477187754,30.447566980,1.94
50.477886056,30.448272177,2.06
50.477652138,30.449529524,1.63
50.480301400,30.451181900,1.98
50.481266543,30.455673347,2.31
50.479438562,30.447756790,1.89
50.478117488,30.447507307,2.04
50.477042937,30.446891728,1.74
50.476323244,30.448763510,1.93
50.481937574,30.455765655,1.97
50.483326375,30.456543487,1.63
50.483266950,30.455755850,1.79
50.478941896,30.451408725,1.96
50.480841562,30.450211044,2.07
50.478115799,30.450450234,2.22
50.477811405,30.445128453,1.73
50.482184814,30.457774857,2.19
50.482173033,30.458633871,2.22
50.480813800,30.451054150,1.69
50.482642062,30.456057156,1.93
50.478120848,30.440356592,2.31
50.478932500,30.434447700,2.02
50.479403950,30.435674150,2.11
50.478114050,30.438780800,2.03
50.477292999,30.433345283,1.88
50.479145800,30.435076650,2.02
50.477345042,30.444016449,2.09
50.476749350,30.445046450,1.98
50.479171806,30.442435986,2.00
50.477216658,30.438499378,2.21
50.476629050,30.442006150,2.04
50.476394350,30.443084400,1.90
50.475266266,30.446930517,1.87
50.476737164,30.439820637,2.07
50.476962700,30.434430200,1.94
50.476486344,30.436437929,1.92
50.477376650,30.440846050,1.95
50.476787209,30.441306620,2.22
50.478577462,30.440537650,2.47
50.477510650,30.440136600,2.09
50.475240318,30.446293608,2.40
50.476966986,30.436636047,1.80
50.476272587,30.445929843,2.59
50.474713800,30.446979250,1.77
50.477006900,30.435496850,1.95
50.478958500,30.436167550,1.95
50.477170950,30.433948800,1.85
50.476772933,30.437453984,2.21
50.476475400,30.442517100,1.92
50.476492328,30.435093979,2.50
50.477543124,30.432359481,2.37
50.477610179,30.439391000,2.01
50.475670971,30.447448531,1.74
50.474319650,30.445854100,2.03
50.478604900,30.436672800,1.92
50.369724513,30.454318046,2.23
50.365721731,30.450010309,2.51
50.366170567,30.446832083,2.09
50.365486817,30.447425801,2.42
50.364972806,30.448689857,2.25
50.366602404,30.451165752,2.26
50.368230143,30.453638480,2.26
50.368007156,30.450809152,2.05
50.368751686,30.452262582,2.43
50.367644785,30.450037149,1.96
50.367373702,30.452510926,2.52
50.368979277,30.454497556,2.35
50.439899228,30.524194959,1.87
50.440308328,30.523521967,1.60
50.440544238,30.523193537,1.97
50.439692130,30.524550560,1.87
50.441275468,30.428493892,1.95
50.441818756,30.429252823,1.93
50.442298542,30.430729855,1.88
50.441099191,30.427805235,1.96
50.441951393,30.430930370,1.94
50.441467859,30.430682800,2.24
50.440119514,30.414281054,1.91
50.440078691,30.413521892,2.04
50.440866994,30.416560483,2.34
50.440525386,30.415784997,1.91
50.451630750,30.466566403,1.88
50.452304993,30.466912568,1.89
50.451959100,30.466746799,1.88
50.437331397,30.439158646,2.34
50.438385250,30.438296308,2.29
50.437718908,30.438274610,2.26
50.437929303,30.439070054,2.27
50.449685671,30.510225957,1.86
50.446873993,30.509607987,1.74
50.448334039,30.509706189,1.76
50.447605005,30.509488860,2.28
50.449312355,30.510079443,1.64
50.447096726,30.509233653,2.07
50.449497357,30.510174772,1.55
50.460392730,30.339486371,2.64
50.460758490,30.338657399,2.98
50.455877179,30.345745191,2.43
50.455221600,30.344479750,2.73
50.460237117,30.344656090,3.14
50.452863589,30.427862090,2.10
50.452575718,30.423221601,2.09
50.453525100,30.425377800,1.60
50.452994668,30.427217770,2.11
50.453701849,30.424601305,1.77
50.453598052,30.423663580,2.43
50.453187409,30.425849809,2.08
50.452901750,30.425128300,2.01
50.453108174,30.426472233,2.13
50.495994567,30.478034693,2.25
50.460578340,30.340880678,2.49
50.461590886,30.339112689,2.41
50.462266226,30.338256898,2.42
50.462628900,30.339417150,2.34
50.463209331,30.338170211,2.70
50.463663150,30.343344251,2.48
50.463394075,30.344008963,2.89
50.462917248,30.344672393,2.68
50.461193102,30.343451499,2.41
50.462195753,30.344004686,2.39
50.461419306,30.344709153,2.85
50.459685247,30.338972131,2.36
50.458847800,30.338703900,2.55
50.458139921,30.339670947,2.54
50.457134004,30.340819133,2.57
50.456560050,30.342291600,2.43
50.459015688,30.343538262,2.24
50.458401150,30.343612450,2.28
50.457833165,30.343673184,2.27
50.459189481,30.344830863,2.44
50.458637318,30.344868179,2.40
50.458100900,30.344883800,2.40
50.436703819,30.444857993,2.24
50.437059584,30.445129002,2.24
50.436423213,30.444182968,2.61
50.423302446,30.466571642,2.58
50.419398679,30.524645639,2.03
50.418260997,30.525447009,2.53
50.418423309,30.518154894,1.69
50.417695902,30.636130284,2.77
50.417218581,30.636013190,2.49
50.416512754,30.636482552,2.73
50.459443051,30.490012386,2.25
50.459595970,30.489531214,2.25
50.459263668,30.490603167,2.29
50.509724283,30.509265064,2.50
50.418161710,30.520354599,2.84
50.419813918,30.519854606,2.64
50.420214200,30.518798650,1.61
50.422258888,30.459205305,2.54
50.422435556,30.458805598,2.30
50.421805795,30.458597202,2.14
50.367051650,30.449791887,2.42
50.367493205,30.451216879,2.11
50.449709168,30.430889982,1.98
50.449806982,30.430264268,1.95
50.449650838,30.434683396,2.24
50.448341844,30.432574926,2.11
50.450044500,30.432440034,2.00
50.448784667,30.431116224,2.02
50.448032090,30.434391492,1.93
50.449752489,30.433399996,2.03
50.449080879,30.434105230,2.09
50.449162133,30.435100818,2.05
50.450249052,30.431104475,2.17
50.449616768,30.431517682,1.97
50.448712548,30.431576730,1.99
50.447865840,30.435747198,2.10
50.449520814,30.432211020,2.24
50.450123352,30.429779870,1.94
50.472364077,30.408057424,1.97
50.467053093,30.407102324,1.95
50.463003100,30.413285050,1.96
50.464450099,30.406389058,2.06
50.472374794,30.407449050,1.97
50.473890250,30.413059200,1.93
50.468795850,30.406289650,1.74
50.466207024,30.405365803,1.97
50.470620200,30.405365850,1.94
50.466332500,30.407089300,1.71
50.469058121,30.405367174,1.96
50.473685312,30.414201268,2.05
50.469827200,30.405379250,1.95
50.462525450,30.409427500,1.56
50.468129104,30.406292652,1.96
50.463809195,30.409492415,2.21
50.465672211,30.406287272,1.94
50.467372225,30.406310779,1.97
50.473774181,30.412482474,2.07
50.472377180,30.409281823,1.93
50.464610350,30.405526500,1.98
50.473886774,30.413657948,1.93
50.464027725,30.411963543,1.91
50.464358225,30.407204535,1.65
50.468042683,30.405360802,2.22
50.472514500,30.410390650,2.06
50.471401171,30.405372525,1.99
50.463014650,30.409359150,1.85
50.472373593,30.409873612,1.95
50.469435928,30.406298676,1.96
50.472385602,30.406877352,1.98
50.463011219,30.408571205,1.64
50.466984093,30.405388815,2.01
50.463491455,30.408428728,1.92
50.463684750,30.412283150,1.75
50.472509400,30.412514050,2.09
50.421423445,30.656123317,2.58
50.459798442,30.422626006,1.95
50.461483740,30.423423324,2.29
50.460234895,30.424089640,2.03
50.461082981,30.422584462,2.03
50.470845426,30.414193904,1.72
50.470849960,30.413612030,1.81
50.471316360,30.413625580,1.74
50.471338684,30.414264475,1.74
50.470020300,30.412047000,1.97
50.470414241,30.411663071,1.81
50.470230802,30.413026225,1.72
50.470028050,30.413874450,1.95
50.470378009,30.414274229,1.77
50.471716899,30.412423525,2.14
50.471718100,30.413930800,1.90
50.471085648,30.411658722,2.00
50.471510823,30.417580125,1.87
50.470014525,30.416335470,1.92
50.460768155,30.401941358,2.21
50.471467400,30.416971500,1.95
50.474703950,30.409091850,1.92
50.471228975,30.416291362,1.72
50.460411350,30.402939050,2.36
50.474573900,30.408505700,2.03
50.470235775,30.417583475,1.41
50.470842700,30.417293000,1.77
50.459939526,30.402002355,1.95
50.471457450,30.415683700,1.99
50.474717600,30.409676350,1.92
50.471475550,30.415059500,1.96
50.470258301,30.415075455,1.98
50.471730150,30.416313050,1.71
50.459030831,30.401706051,1.88
50.458529970,30.398071297,2.28
50.470870067,30.415328625,1.70
50.467373000,30.415931000,1.94
50.466181407,30.417744237,1.76
50.466599650,30.416749550,1.75
50.466411900,30.417309700,1.47
50.422030251,30.454794489,2.33
50.427249667,30.454465000,1.44
50.426978746,30.452440483,1.70
50.422703235,30.450992719,1.63
50.427129190,30.453495366,1.14
50.426919050,30.454224950,1.37
50.427795438,30.454017251,1.45
50.426591245,30.453951367,1.47
50.426560157,30.451601808,2.30
50.422345850,30.451596150,2.01
50.426804648,30.453278947,1.41
50.423301450,30.448869050,1.94
50.427599874,30.454680467,1.41
50.423067935,30.449676917,1.61
50.427459010,30.453724734,1.17
50.439626600,30.473585650,1.98
50.434336275,30.472913470,2.23
50.440665494,30.475164960,2.69
50.440014700,30.474206000,1.90
50.448006516,30.490352862,2.09
50.450180300,30.487788800,1.44
50.452794084,30.490027365,2.66
50.417712323,30.466015935,2.53
50.450850908,30.489578386,1.92
50.452839152,30.487247849,2.18
50.456593900,30.482936950,2.37
50.456743198,30.483652583,1.87
50.456350503,30.484076441,2.07
50.457125700,30.482781500,2.49
50.453104961,30.486931995,2.19
50.434712740,30.515713621,2.17
50.435020544,30.515715325,1.47
50.435700510,30.514067509,1.77
50.435582084,30.516635900,2.47
50.435700431,30.514738961,1.70
50.435651916,30.517403854,1.84
50.435528550,30.515718750,1.51
50.434362774,30.515710400,1.65
50.464997350,30.441943100,1.95
50.465228279,30.440679494,2.04
50.468656999,30.444658979,1.97
50.469873800,30.445077800,1.88
50.465545350,30.444411700,1.73
50.469867827,30.445960620,1.83
50.468662716,30.446354039,1.92
50.466824066,30.442899983,1.45
50.469414016,30.445442224,1.98
50.467615818,30.442919967,1.99
50.471085050,30.445775050,1.98
50.466049893,30.445175157,2.08
50.470511897,30.445332262,1.97
50.464899872,30.442595209,2.57
50.469934322,30.444121419,2.00
50.469514267,30.443549972,1.95
50.468104464,30.446394160,2.03
50.465437897,30.445498409,2.15
50.466070455,30.445780007,2.14
50.468058577,30.444625747,1.97
50.466025174,30.444396797,1.98
50.471102400,30.445178250,2.00
50.467399550,30.443653000,2.01
50.468090074,30.445398952,1.96
50.464287917,30.443678945,1.99
50.470530050,30.444149600,2.03
50.469377186,30.446282307,1.96
50.468712450,30.445424650,1.84
50.465923595,30.446575296,2.38
50.469469600,30.444668250,2.06
50.439316549,30.437194549,1.98
50.439975204,30.439276981,2.15
50.439726887,30.437901831,2.47
50.439912353,30.436963057,2.79
50.418010868,30.518728054,2.21
50.437978207,30.540330322,2.58
50.430022100,30.537600250,2.12
50.431808575,30.534367905,2.34
50.433066620,30.537857653,1.94
50.438178833,30.551475296,2.66
50.436803700,30.552700700,1.98
50.435946129,30.553310309,1.94
50.432785865,30.549181832,2.30
50.432421277,30.547575464,1.96
50.431225837,30.544629639,2.42
50.431254150,30.545347050,1.93
50.430789605,30.543861391,1.86
50.432066254,30.545444322,1.63
50.432169452,30.546520939,1.88
50.431113549,30.548539381,1.92
50.435310184,30.546091321,2.42
50.436246725,30.547320748,3.05
50.435310767,30.546922051,2.28
50.434757522,30.546919764,2.12
50.434479115,30.549691033,2.18
50.437684305,30.551020514,2.21
50.437255237,30.552110770,1.92
50.440413200,30.544455532,2.69
50.440143253,30.525515176,1.77
50.440919790,30.526993095,1.89
50.441983574,30.525629216,1.69
50.442328516,30.525432746,2.13
50.440343463,30.525162165,1.88
50.439796096,30.526121256,2.28
50.439932102,30.525914206,1.97
50.440236341,30.526718995,2.76
50.440882896,30.527646161,1.66
50.440674286,30.527372054,1.77
50.441937482,30.529129379,2.37
50.442428909,30.528898552,1.89
50.442650357,30.528402977,1.97
50.442435865,30.527076038,1.98
50.441217705,30.526496063,1.72
50.441462474,30.525976880,1.94
50.442218559,30.525865029,1.63
50.442568549,30.527707795,1.74
50.442181950,30.528562550,1.84
50.443224789,30.528888500,2.15
50.454315733,30.514805927,1.93
50.454432433,30.514108782,2.07
50.452781150,30.511969550,2.16
50.453223887,30.512261263,1.80
50.453563222,30.512487402,1.96
50.454221846,30.515360333,1.86
50.455774217,30.492325723,2.49
50.456012063,30.493331274,1.81
50.455495101,30.494156105,1.98
50.455376500,30.492901850,2.19
50.455851209,30.493363061,0.42
50.464047081,30.437140394,2.02
50.463661355,30.434591845,1.88
50.463046966,30.434265681,2.18
50.463679919,30.433358631,2.01
50.463639856,30.435845370,2.02
50.465497006,30.436674609,2.37
50.463845775,30.436495153,2.01
50.463646824,30.435213702,2.02
50.464447786,30.433168486,1.87
50.463668576,30.433969347,1.87
50.437310393,30.513301206,1.83
50.436477405,30.512278179,1.90
50.436144026,30.512785413,1.85
50.436142860,30.513248488,1.88
50.436172204,30.511417558,1.96
50.437534144,30.513310413,1.68
50.443435340,30.411654306,2.05
50.443100500,30.411863450,2.06
50.442535170,30.410437861,1.84
50.442665800,30.410971600,1.86
50.442184950,30.409114200,2.01
50.441941518,30.410814733,1.85
50.446263681,30.436747568,2.47
50.438135650,30.435837200,1.94
50.437249433,30.435185799,2.06
50.438073258,30.434682358,1.96
50.437696100,30.435499650,1.97
50.457377090,30.438725168,2.28
50.457538158,30.437337780,2.29
50.459114105,30.435121192,2.05
50.459179000,30.436246900,2.23
50.458590932,30.447740699,2.08
50.460111500,30.441548800,2.23
50.460133700,30.437949300,1.89
50.463523900,30.472956200,1.90
50.462365154,30.448967476,2.05
50.462147588,30.449614560,2.29
50.461560600,30.446699550,2.01
50.462488351,30.469352628,2.01
50.462342821,30.471846922,2.02
50.463423600,30.451231200,1.86
50.462546250,30.468219050,1.89
50.462829992,30.467128893,1.81
50.461557797,30.449771481,2.29
50.392820897,30.532762914,1.92
50.394536025,30.532927598,2.03
50.392979976,30.531203662,1.97
50.393946600,30.530785400,2.11
50.392849823,30.531773937,2.00
50.394603309,30.531047973,1.77
50.439443806,30.504350895,2.28
50.430724100,30.462099900,1.75
50.430667246,30.459823893,2.21
50.430910550,30.461154950,1.73
50.430516050,30.462934800,1.74
50.413207993,30.634513432,2.77
50.411650521,30.631957868,2.93
50.409949750,30.630913000,2.35
50.409724404,30.629558119,2.80
50.410810050,30.630593800,2.39
50.408999471,30.626449356,3.28
50.410005924,30.626257789,2.62
50.410490900,30.624988336,3.03
50.411485165,30.625074083,3.06
50.409745403,30.624197229,2.42
50.493028478,30.586667483,3.01
50.480300716,30.591434420,1.95
50.478855791,30.591526499,2.60
50.481081050,30.588244400,2.35
50.482559841,30.589399154,2.06
50.449947111,30.618149307,2.05
50.450965850,30.621178150,2.43
50.451275697,30.622048954,2.39
50.450203969,30.622841843,2.43
50.449950832,30.621953646,2.43
50.451619483,30.622571352,1.96
50.451084645,30.623168869,1.87
50.450718505,30.623421031,1.90
50.455040817,30.621484535,1.92
50.450820597,30.632496662,1.76
50.448396895,30.500209541,2.20
50.449008700,30.500454150,2.34
50.429423755,30.416587443,1.94
50.427886400,30.418359905,1.97
50.430566197,30.417429709,1.97
50.429077461,30.418806300,1.98
50.431240012,30.414769055,1.59
50.429587585,30.415536256,2.18
50.427280384,30.418713414,2.01
50.430195805,30.416014557,1.96
50.428830699,30.416736026,1.97
50.428481050,30.419543056,1.96
50.430219396,30.417668809,1.97
50.429883156,30.417927995,1.94
50.427599054,30.416156605,1.93
50.431113491,30.415764499,2.12
50.430741132,30.415379638,1.86
50.428770700,30.419151400,2.00
50.430624738,30.414809445,1.87
50.427849499,30.417257284,2.19
50.431553868,30.414218913,1.52
50.428521710,30.417590098,2.00
50.436740622,30.411927032,2.39
50.437528689,30.411901460,2.09
50.440606575,30.409284510,2.05
50.439200650,30.416378950,1.93
50.440547357,30.412039928,2.16
50.439276229,30.410256133,2.04
50.439055486,30.415786196,1.90
50.436862700,30.420650500,1.96
50.438072712,30.417410095,2.25
50.439821640,30.412613193,2.08
50.440826728,30.413079246,2.10
50.442039878,30.411299389,1.80
50.440840484,30.410109277,1.61
50.441389729,30.408990827,2.07
50.437224650,30.420418600,2.01
50.439888684,30.409642492,2.10
50.439350323,30.414025405,2.07
50.436503053,30.420876442,2.00
50.436150700,30.421120050,1.99
50.438891352,30.415248298,1.91
50.441253120,30.409665711,1.83
50.440874400,30.414741320,2.06
50.441023550,30.410794800,1.63
50.439002950,30.417757750,2.20
50.438941795,30.414407678,1.97
50.437146330,30.413991006,2.23
50.441449950,30.411668850,1.83
50.437729446,30.410971877,2.11
50.440187489,30.410782163,2.04
50.439608950,30.416985150,2.02
50.440933139,30.411654103,1.82
50.438225750,30.411368450,1.75
50.446024564,30.434411080,2.09
50.443587087,30.433152884,1.86
50.444441289,30.437768074,2.27
50.445435700,30.434624850,2.05
50.443136245,30.433840048,2.14
50.442906221,30.439404226,2.22
50.443862112,30.435524874,2.25
50.444057025,30.436262827,2.25
50.442715354,30.409405969,1.90
50.440107828,30.418062078,2.46
50.444795776,30.417099141,1.95
50.443725581,30.411060158,1.88
50.443087800,30.409910400,1.91
50.444155374,30.416906692,1.91
50.445850109,30.435580763,1.90
50.444930582,30.415442233,1.96
50.443063249,30.431959183,1.82
50.445721029,30.432715305,1.72
50.439083600,30.412971049,2.01
50.444250171,30.412977211,2.64
50.445554567,30.433872882,2.06
50.443443531,30.410453557,1.89
50.438548094,30.410514769,1.15
50.444248870,30.437016417,2.27
50.464602500,30.472447000,1.95
50.465469708,30.471654456,1.98
50.465165901,30.469992245,1.97
50.463999392,30.468145616,2.17
50.464762964,30.473176681,1.82
50.473883034,30.472797034,2.16
50.464458781,30.474128572,2.01
50.465079602,30.468250076,2.19
50.466310171,30.468760734,2.12
50.463597915,30.466618645,2.15
50.465529150,30.467114250,2.02
50.471433800,30.473382400,2.29
50.465202250,30.466749550,2.01
50.464234703,30.473401125,1.95
50.464491150,30.468716900,1.84
50.465080850,30.472447950,1.74
50.465570711,30.470427600,1.99
50.466742250,30.467887504,2.29
50.463972800,30.465845050,2.08
50.464782250,30.466569850,2.11
50.472000569,30.472103533,2.40
50.463386547,30.467420315,2.08
50.464003901,30.464770298,1.96
50.465890747,30.470755634,1.89
50.464729950,30.465637350,2.00
50.465080699,30.471442702,2.21
50.465755281,30.469107250,1.99
50.435734552,30.644548088,1.99
50.432007064,30.506884976,2.52
50.437907075,30.639003148,2.31
50.435226307,30.642168892,2.26
50.435508657,30.643154817,2.15
50.435068723,30.643806526,2.31
50.435960333,30.641938998,2.19
50.436002458,30.642791957,2.38
50.449539320,30.600086945,2.31
50.447036815,30.599575672,2.35
50.450398489,30.599666568,1.96
50.469989049,30.483134651,1.86
50.468132089,30.487945474,2.39
50.469185198,30.487984624,2.40
50.473680650,30.478224300,1.73
50.463976328,30.472647636,2.01
50.468542720,30.483003345,2.35
50.469615924,30.489305816,1.88
50.463601365,30.470520498,2.37
50.468395252,30.487162950,2.48
50.473876272,30.477677454,1.80
50.469012345,30.489343400,2.48
50.474083968,30.478452393,2.21
50.470417195,30.482066951,2.09
50.468659700,30.487950050,2.37
50.469280563,30.487102995,2.46
50.469868807,30.489242389,1.88
50.464037828,30.471478192,2.06
50.471855650,30.474167000,1.86
50.468070837,30.484137565,2.40
50.470110790,30.472168962,2.10
50.470555375,30.483124477,2.16
50.469148093,30.484967052,2.14
50.471853600,30.446646350,1.99
50.479917350,30.447892250,1.90
50.466428190,30.475151317,2.05
50.468851100,30.477257650,2.12
50.470059400,30.479333350,1.85
50.473677647,30.444186747,2.03
50.481995804,30.452905102,2.02
50.482284771,30.452540895,2.02
50.479310825,30.446788345,2.18
50.464784277,30.475345623,2.26
50.470922546,30.446288642,2.16
50.481710172,30.453251558,2.03
50.463112827,30.471336384,2.42
50.481083050,30.452100600,2.01
50.481646300,30.452028200,2.24
50.473094650,30.443706600,1.96
50.463646049,30.477352882,2.28
50.473576284,30.443238701,2.02
50.481096750,30.453483300,1.94
50.472800915,30.446957751,2.16
50.465083128,30.475904772,2.24
50.473395738,30.446169203,2.04
50.482326080,30.451720931,2.09
50.472906050,30.444263200,1.98
50.472662750,30.446273550,0.93
50.424957179,30.506750149,2.50
50.424805861,30.506385718,2.69
50.423464400,30.507806100,2.42
50.464386612,30.480165025,2.62
50.449445648,30.512949466,1.84
50.450782622,30.513652808,1.77
50.526076250,30.598666550,2.55
50.525634650,30.599683550,2.50
50.525569948,30.600722068,2.67
50.526523990,30.601131456,2.65
50.526706049,30.599634022,2.45
50.527349850,30.599340350,2.28
50.527571311,30.600578415,2.74
50.424311192,30.531481911,2.00
50.418475695,30.526778536,2.56
50.401448659,30.521600902,2.03
50.423827787,30.532272911,1.86
50.422694542,30.532338035,2.45
50.468502822,30.521159239,1.70
50.472530659,30.514594659,1.88
50.473192739,30.513942462,1.82
50.473691681,30.513972158,1.84
50.472562995,30.515692163,1.74
50.472301467,30.515191661,1.99
50.504849809,30.596859167,2.28
50.505466750,30.596409150,2.33
50.506436647,30.594180829,2.35
50.505149939,30.596661812,2.24
50.504721179,30.596701514,1.90
50.508647600,30.593710100,2.36
50.508323650,30.593984700,2.30
50.509022200,30.593392550,2.43
50.424450830,30.514205032,1.70
50.420544761,30.516329916,2.56
50.434910223,30.509399237,2.15
50.435730148,30.511605549,1.71
50.438440085,30.501430570,1.59
50.434250302,30.510981947,1.88
50.435314747,30.509558299,2.13
50.438269001,30.501096560,1.52
50.446183964,30.517297961,2.43
50.461856573,30.437260455,1.85
50.462013648,30.439011478,2.06
50.462144300,30.439965000,1.74
50.461584928,30.435428360,2.02
50.461947501,30.438048870,1.83
50.461773782,30.441172001,2.02
50.462937400,30.440225150,2.01
50.461375050,30.437135250,1.94
50.463201006,30.443515053,2.23
50.461700750,30.436356250,2.01
50.461512531,30.438424051,1.94
50.463033829,30.441059305,2.06
50.463087978,30.442171806,2.32
50.462238169,30.440803101,1.79
50.463168908,30.442897691,1.13
50.461717378,30.440320382,1.96
50.462840950,30.439407100,2.09
50.455841370,30.383778949,2.48
50.455599443,30.382944876,2.17
50.456169600,30.382862450,2.28
50.456429719,30.382097195,2.36
50.424719423,30.534515456,2.86
50.475632150,30.444602450,1.69
50.481436850,30.475865350,1.85
50.475739350,30.473890850,1.97
50.483038196,30.453267936,2.81
50.471696432,30.468839193,2.29
50.483724640,30.458657389,2.60
50.480901089,30.477633658,1.87
50.484098000,30.459334550,1.41
50.476509237,30.473889613,2.01
50.482247034,30.456768506,2.27
50.483601244,30.452989043,2.27
50.483934500,30.463026900,1.59
50.480644492,30.478347016,1.95
50.483479749,30.451949394,2.27
50.475196152,30.445195116,2.02
50.475001015,30.473628644,1.87
50.483692842,30.454029256,2.27
50.472867684,30.468259699,2.28
50.483619717,30.455817459,1.55
50.475697015,30.444029881,1.77
50.476774236,30.443474537,1.88
50.465260400,30.485586390,2.28
50.465648800,30.486875550,2.25
50.466978750,30.484762200,2.02
50.470806028,30.487769575,2.52
50.464870600,30.485007600,2.34
50.465386272,30.488486402,2.17
50.464513196,30.486615060,2.44
50.470353064,30.488583149,2.11
50.466728528,30.485463654,2.16
50.461020592,30.491692390,3.08
50.464477750,30.485755350,1.86
50.464677799,30.487452773,2.49
50.465888023,30.487642745,2.22
50.478057384,30.606043303,2.43
50.477174400,30.600904100,2.09
50.436836362,30.513339175,1.72
50.428122821,30.458447511,2.08
50.427678401,30.458670441,1.97
50.427012329,30.459138685,2.39
50.426477450,30.454584800,1.50
50.427382150,30.455220550,1.26
50.426895085,30.454918361,1.38
50.427970270,30.459455016,2.29
50.426513204,30.456847332,2.11
50.428737801,30.463210087,2.49
50.414171916,30.390508054,2.43
50.479049921,30.600583889,1.62
50.414330744,30.391215523,2.27
50.413354310,30.392566046,2.30
50.412645414,30.394870811,2.84
50.472959645,30.513972589,1.78
50.397177118,30.517079905,1.99
50.397819812,30.516538003,1.99
50.410716931,30.388625214,2.46
50.410110155,30.389993152,2.43
50.410696968,30.391133953,2.52
50.410298236,30.392323617,2.65
50.411222838,30.392995605,1.99
50.411138336,30.394203138,2.61
50.411625583,30.393475964,2.03
50.411585300,30.391488200,2.07
50.416927000,30.387631450,2.30
50.415677977,30.386372353,2.62
50.414554472,30.382729318,1.85
50.414869650,30.381815423,1.84
50.414656266,30.544625375,2.38
50.427963801,30.394358554,2.01
50.430018472,30.392793043,1.94
50.430169975,30.393362192,1.99
50.430313594,30.393940641,1.90
50.415996670,30.382117891,1.92
50.416253569,30.381707500,1.91
50.416501596,30.381300996,1.89
50.416751916,30.380881366,1.91
50.417659202,30.378105001,1.92
50.417597767,30.377167662,1.90
50.417380200,30.386247100,2.51
50.418120842,30.384789300,2.51
50.418807677,30.383270280,2.50
50.521964236,30.511398901,2.63
50.523482015,30.517390575,2.37
50.523542224,30.515700179,2.32
50.524073275,30.517965352,2.35
50.525774737,30.513036957,2.62
50.526550837,30.517161333,2.99
50.525536790,30.518170259,2.78
50.523683336,30.520560693,2.60
50.526102637,30.520102652,2.20
50.522618725,30.521133603,2.08
50.527414694,30.518796135,2.77
50.519133283,30.516799395,2.47
50.518504483,30.515081099,2.39
50.515756226,30.511572638,2.16
50.516751048,30.515890356,2.29
50.514058858,30.511013231,2.35
50.517079423,30.515032822,2.30
50.521321768,30.518957531,2.54
50.515812711,30.514152344,2.24
50.517854481,30.514193302,2.60
50.518822011,30.515918097,2.39
50.520385726,30.519486246,2.08
50.520866050,30.514906100,2.07
50.521977031,30.514514303,2.61
50.427735080,30.517609867,2.73
50.477644668,30.605457437,1.87
50.526384600,30.598949800,2.08
50.427053538,30.385965682,2.90
50.423056173,30.383998784,2.71
50.420312502,30.389941564,2.58
50.420104940,30.388389133,2.52
50.420624741,30.386941573,2.17
50.421047712,30.385942124,2.21
50.421479550,30.384962700,2.21
50.421904500,30.383986900,2.20
50.411398897,30.388766370,2.11
50.412789504,30.393123994,2.11
50.412582063,30.393924511,2.14
50.525932525,30.599974122,2.09
50.420276801,30.384056445,2.54
50.424160100,30.391452450,2.12
50.423821566,30.391251985,2.11
50.423482750,30.391116300,2.05
50.424380396,30.390160371,2.00
50.415221402,30.544194582,2.37
50.472775697,30.482802327,2.10
50.469117292,30.478500961,1.98
50.470428485,30.475585907,2.57
50.469298808,30.480811032,2.17
50.468808450,30.479106000,2.10
50.469212550,30.479743350,1.92
50.479474540,30.479735386,2.35
50.474333235,30.480979302,2.19
