Latitude,Longitude,Metric population,Building Id,Nearest Store,Distance to Nearest Store (km)
50.4359763,30.62564575,1.96,1,Store 84,1.372
50.43518455,30.62610625,1.95,2,Store 84,1.286
50.43638055,30.6260375,1.7,3,Store 84,1.385
50.436152917,30.626818146,2.09,4,Store 84,1.329
50.435430167,30.626639996,2.13,5,Store 84,1.279
50.436317735,30.627875403,2.03,6,Store 84,1.296
50.437002848,30.628559412,2.1,7,Store 84,1.328
50.436545616,30.629810679,2.41,8,Store 84,1.237
50.4374171,30.6254323,2.07,9,Store 84,1.5
50.4381511,30.62561925,2.11,10,Store 35,1.548
50.43837935,30.62484095,1.77,11,Store 35,1.542
50.4379766,30.6244239,1.99,12,Store 35,1.594
50.437203271,30.624909542,2.01,13,Store 84,1.507
50.438543398,30.628640125,2.39,14,Store 35,1.453
50.438278847,30.626685597,2.01,15,Store 35,1.512
50.437831748,30.627378863,2.15,16,Store 84,1.452
50.437657689,30.628165554,1.99,17,Store 84,1.404
50.438633552,30.627559328,2.1,18,Store 35,1.459
50.439325437,30.625926892,2.49,19,Store 35,1.417
50.440919803,30.626322636,2.74,20,Store 35,1.24
50.433904746,30.628194499,1.96,21,Store 84,1.081
50.433040809,30.628146828,2.19,22,Store 84,1.02
50.43263235,30.62769275,1.86,23,Store 84,1.017
50.433258,30.6273035,1.79,24,Store 84,1.081
50.433944,30.6268593,1.76,25,Store 84,1.154
50.434699564,30.626818287,0.77,26,Store 84,1.213
50.434321848,30.627643012,1.66,27,Store 84,1.141
50.4398164,30.6139504,1.86,28,Store 73,1.527
50.441104551,30.614374797,1.97,29,Store 73,1.564
50.440430643,30.612324442,2.03,30,Store 73,1.414
50.441137,30.6121972,1.94,31,Store 73,1.411
50.441307118,30.612805533,1.95,32,Store 73,1.456
50.44147985,30.61339205,1.93,33,Store 73,1.5
50.441702786,30.611559816,2.01,34,Store 73,1.375
50.44218185,30.61366195,1.94,35,Store 73,1.531
50.43617065,30.62905755,2.05,36,Store 84,1.232
50.4355274,30.6301422,1.95,37,Store 84,1.129
50.434718462,30.630933801,2.36,38,Store 84,1.024
50.434576473,30.630007773,2.1,39,Store 84,1.05
50.439455898,30.627809796,1.96,40,Store 35,1.366
50.440102633,30.62764859,2.1,41,Store 35,1.299
50.4402232,30.62662815,1.98,42,Store 35,1.306
50.440279151,30.625460615,2.02,43,Store 35,1.329
50.44073025,30.6244229,1.94,44,Store 35,1.312
50.44050995,30.62377075,1.96,45,Store 35,1.354
50.44031035,30.62306125,1.87,46,Store 35,1.397
50.4397,30.62344165,1.97,47,Store 35,1.445
50.44068825,30.62180365,1.97,48,Store 35,1.405
50.441146311,30.623255588,2.26,49,Store 35,1.309
50.442325836,30.611193284,1.74,50,Store 73,1.362
50.442963236,30.610797216,1.98,51,Store 73,1.352
50.443660866,30.610672952,1.96,52,Store 73,1.366
50.443802593,30.61117794,1.93,53,Store 89,1.388
50.443948968,30.611745849,1.95,54,Store 89,1.402
50.443573276,30.612694258,1.95,55,Store 89,1.478
50.444662625,30.611956207,1.97,56,Store 89,1.355
50.445626619,30.61114084,2.27,57,Store 89,1.239
50.445240169,30.609594659,2.25,58,Store 89,1.193
50.44423355,30.61003865,1.97,59,Store 89,1.299
50.433645163,30.630556714,2.04,60,Store 84,0.945
50.435650475,30.631913389,2.01,61,Store 84,1.075
50.440223956,30.620224494,2.31,62,Store 35,1.51
50.439769083,30.618753787,2.12,63,Store 35,1.612
50.439422025,30.617783088,1.89,64,Store 35,1.684
50.439242045,30.61723362,1.91,65,Store 35,1.724
50.439067955,30.61665618,1.86,66,Store 73,1.72
50.43862164,30.617334205,2.43,67,Store 73,1.771
50.438485684,30.630189948,2.06,68,Store 84,1.411
50.439177581,30.62975981,2.08,69,Store 35,1.371
50.438461367,30.631230271,1.88,70,Store 84,1.377
50.43870815,30.63224725,2.04,71,Store 84,1.374
50.437267062,30.630877685,2.34,72,Store 84,1.268
50.437720762,30.631752999,1.98,73,Store 84,1.287
50.4379227,30.6326287,2.17,74,Store 84,1.283
50.4365846,30.631793401,2.23,75,Store 84,1.171
50.440135376,30.616106154,2.31,76,Store 73,1.68
50.44097026,30.615211408,1.98,77,Store 73,1.622
50.44144519,30.615628055,1.98,78,Store 35,1.62
50.441321021,30.61643771,2.0,79,Store 35,1.589
50.441442262,30.617113906,2.11,80,Store 35,1.545
50.440691255,30.617620271,2.15,81,Store 35,1.582
50.441306612,30.620145025,2.32,82,Store 35,1.416
50.4422581,30.61975105,2.03,83,Store 35,1.352
50.442432606,30.620358307,1.92,84,Store 35,1.309
50.443137126,30.620329939,2.0,85,Store 35,1.252
50.442906192,30.622542272,2.05,86,Store 35,1.172
50.442444179,30.624002863,2.35,87,Store 35,1.157
50.442729013,30.621101864,1.72,88,Store 35,1.25
50.4421116,30.62150905,1.75,89,Store 35,1.286
50.4447166,30.613914,1.8,90,Store 89,1.453
50.445155475,30.612572409,2.34,91,Store 89,1.349
50.44425205,30.6129893,1.96,92,Store 89,1.439
50.44372335,30.61366445,1.92,93,Store 89,1.515
50.443052451,30.613802444,1.98,94,Store 73,1.56
50.443214261,30.614458856,1.95,95,Store 35,1.559
50.441813132,30.614691238,2.07,96,Store 73,1.596
50.441964,30.61530695,2.01,97,Store 35,1.599
50.44212135,30.61593865,1.97,98,Store 35,1.553
50.44249265,30.61453175,2.0,99,Store 73,1.598
50.442728911,30.615203456,1.84,100,Store 35,1.55
50.443391338,30.615083944,1.94,101,Store 35,1.512
50.444508161,30.614498034,1.8,102,Store 35,1.478
50.44438691,30.615111683,1.84,103,Store 35,1.448
50.44414635,30.61563525,1.95,104,Store 35,1.432
50.443987982,30.616250313,1.97,105,Store 35,1.406
50.443094556,30.619563539,2.02,106,Store 35,1.293
50.443246292,30.618982009,2.09,107,Store 35,1.31
50.4434062,30.61839195,1.98,108,Store 35,1.329
50.443768674,30.619307198,2.26,109,Store 35,1.254
50.444655701,30.615986752,2.15,110,Store 35,1.38
50.442622919,30.629064075,2.78,111,Store 35,1.003
50.442718593,30.630622765,2.45,112,Store 35,0.972
50.441000357,30.630021758,2.0,113,Store 35,1.167
50.44052815,30.63092845,2.04,114,Store 35,1.212
50.44041357,30.631474186,2.06,115,Store 35,1.222
50.44029485,30.63202805,2.06,116,Store 35,1.234
50.440328862,30.633432109,2.01,117,Store 35,1.233
50.439310978,30.632210739,1.98,118,Store 35,1.343
50.43917845,30.63166375,1.97,119,Store 35,1.359
50.439754039,30.630097295,2.05,120,Store 35,1.304
50.4398678,30.63060255,2.04,121,Store 35,1.288
50.437282848,30.631954762,1.27,122,Store 84,1.236
50.444969095,30.627586172,1.61,123,Store 35,0.79
50.445909924,30.62807914,1.84,124,Store 35,0.681
50.446596626,30.628505946,2.12,125,Store 35,0.599
50.44644725,30.6299841,2.04,126,Store 35,0.575
50.436309102,30.528871199,2.43,127,Store 77,0.486
50.435234853,30.5302252,2.56,128,Store 77,0.634
50.49312265,30.518262505,2.68,129,Store 2,0.486
50.494547546,30.517686913,2.32,130,Store 17,0.379
50.495063077,30.518629765,2.63,131,Store 17,0.326
50.494611184,30.516289793,2.48,132,Store 2,0.292
50.495427871,30.516412198,2.48,133,Store 2,0.291
50.495455822,30.514198594,2.48,134,Store 2,0.136
50.494886351,30.514805634,2.53,135,Store 2,0.183
50.494621692,30.513320051,2.51,136,Store 2,0.104
50.492260902,30.515462092,2.32,137,Store 2,0.405
50.491937975,30.519791958,2.27,138,Store 2,0.648
50.49251716,30.510723201,2.56,139,Store 2,0.328
50.491676128,30.508999118,2.51,140,Store 2,0.465
50.491206203,30.508076458,2.3,141,Store 2,0.544
50.492582125,30.508757943,2.47,142,Store 2,0.392
50.495497209,30.510750272,2.5,143,Store 2,0.112
50.436362356,30.538982783,2.18,144,Store 77,1.151
50.436910749,30.537333121,1.92,145,Store 77,1.023
50.436525805,30.537662207,1.99,146,Store 77,1.055
50.43577437,30.539512253,2.24,147,Store 40,1.142
50.436901725,30.539149614,2.22,148,Store 77,1.15
50.436576169,30.540633706,2.44,149,Store 77,1.26
50.435806882,30.541149039,2.12,150,Store 40,1.213
50.437938199,30.538449668,2.48,151,Store 77,1.085
50.437217236,30.54035891,1.9,152,Store 77,1.229
50.436030482,30.541958341,2.15,153,Store 40,1.268
50.436487001,30.531274294,2.48,154,Store 77,0.626
50.43757982,30.527370796,3.42,155,Store 77,0.325
50.43701765,30.5359595,1.8,156,Store 77,0.926
50.434214348,30.54059877,2.09,157,Store 40,1.052
50.433695891,30.540005826,1.7,158,Store 40,0.981
50.463461163,30.608663161,2.88,159,Store 23,0.153
50.459181453,30.611478032,3.07,160,Store 23,0.583
50.4629962,30.61039415,2.16,161,Store 23,0.153
50.460163897,30.613692767,2.48,162,Store 23,0.526
50.451738774,30.612900259,2.17,163,Store 89,1.042
50.452258346,30.613919216,2.1,164,Store 89,1.106
50.450625569,30.613660925,2.16,165,Store 89,1.12
50.450764607,30.61494854,2.04,166,Store 89,1.205
50.451156262,30.616400325,2.15,167,Store 35,1.13
50.451668692,30.61748784,2.13,168,Store 35,1.053
50.452650825,30.615445341,2.11,169,Store 35,1.205
50.452817213,30.616752375,2.13,170,Store 35,1.116
50.45135301,30.613792359,2.39,171,Store 89,1.111
50.452105933,30.616695007,2.14,172,Store 35,1.111
50.493810525,30.51370188,2.25,173,Store 2,0.192
50.449859518,30.453388254,2.21,174,Store 61,0.568
50.504978509,30.493353668,2.73,175,Store 47,0.17
50.494205157,30.507889192,2.45,176,Store 2,0.335
50.436028307,30.543220441,2.32,177,Store 40,1.326
50.435620116,30.542624109,2.23,178,Store 40,1.264
50.4355195,30.54336955,1.75,179,Store 40,1.292
50.434857255,30.541625875,2.03,180,Store 40,1.154
50.434955078,30.543695395,2.38,181,Store 40,1.265
50.434410217,30.54160743,2.07,182,Store 40,1.117
50.434230181,30.542660902,2.17,183,Store 40,1.156
50.43602727,30.535583764,2.13,184,Store 77,0.93
50.434334756,30.539975446,2.24,185,Store 40,1.033
50.438700066,30.419876947,2.3,186,Store 10,1.857
50.519318323,30.500116013,2.59,187,Store 56,0.115
50.519544263,30.501280319,2.32,188,Store 53,0.062
50.521036723,30.502259391,2.53,189,Store 53,0.221
50.512914891,30.500369551,2.79,190,Store 54,0.248
50.520337352,30.505466443,2.5,191,Store 53,0.298
50.520180112,30.506613735,2.23,192,Store 53,0.365
50.51807517,30.507025534,2.32,193,Store 53,0.389
50.513486889,30.502079988,2.51,194,Store 54,0.378
50.515339451,30.501441339,2.63,195,Store 53,0.416
50.516024968,30.500607102,2.77,196,Store 53,0.349
50.51517235,30.503198532,2.23,197,Store 53,0.446
50.448038511,30.454176086,2.54,198,Store 61,0.751
50.44669465,30.451093851,2.49,199,Store 10,0.527
50.445836675,30.447769299,2.53,200,Store 10,0.274
50.447590084,30.452829331,1.88,201,Store 10,0.677
50.443285342,30.44681421,2.51,202,Store 10,0.29
50.44784451,30.455608882,1.8,203,Store 61,0.836
50.447580517,30.458567859,2.35,204,Store 60,0.785
50.449573889,30.456155299,2.48,205,Store 61,0.745
50.434808144,30.542419497,1.74,206,Store 40,1.189
50.435310191,30.542000298,2.37,207,Store 40,1.209
50.434808205,30.5447046,1.67,208,Store 40,1.308
50.499703247,30.503031,2.37,209,Store 46,0.445
50.499512722,30.501044783,2.56,210,Store 46,0.55
50.499408941,30.499563046,2.44,211,Store 46,0.635
50.443686725,30.621689957,2.19,212,Store 35,1.142
50.4444923,30.62122805,2.31,213,Store 35,1.1
50.444843735,30.622470838,2.23,214,Store 35,1.01
50.444331168,30.621946102,1.94,215,Store 35,1.077
50.443070133,30.623972664,2.21,216,Store 35,1.099
50.444255123,30.624675843,2.23,217,Store 35,0.962
50.443427442,30.625204942,2.32,218,Store 35,1.02
50.44367685,30.62439475,2.01,219,Store 35,1.026
50.44339068,30.622761537,1.77,220,Store 35,1.119
50.458053893,30.609069104,2.38,221,Store 23,0.708
50.523424444,30.49336325,2.81,222,Store 56,0.593
50.523980311,30.492398078,2.42,223,Store 56,0.684
50.524930058,30.490249331,2.43,224,Store 56,0.863
50.525049813,30.497964726,2.65,225,Store 65,0.4
50.439198198,30.522120565,2.48,226,Store 77,0.09
50.525529017,30.49349262,2.54,227,Store 65,0.718
50.525539106,30.490723518,2.55,228,Store 56,0.894
50.525284325,30.489415478,2.35,229,Store 56,0.933
50.523631182,30.497771183,2.76,230,Store 65,0.442
50.522764526,30.488771095,2.19,231,Store 56,0.794
50.523895377,30.497824151,1.9,232,Store 65,0.429
50.524001832,30.489615558,2.38,233,Store 56,0.824
50.523149794,30.490214627,2.38,234,Store 56,0.732
50.522397954,30.490598192,2.15,235,Store 56,0.662
50.521983368,30.491876262,2.73,236,Store 56,0.561
50.521250509,30.491817812,2.33,237,Store 56,0.524
50.520603969,30.490533686,2.73,238,Store 56,0.584
50.521023048,30.489302294,2.15,239,Store 56,0.681
50.51983435,30.4905139,2.31,240,Store 56,0.569
50.519255505,30.489344559,2.73,241,Store 56,0.647
50.519651249,30.488038588,2.15,242,Store 56,0.741
50.518970045,30.487516363,2.26,243,Store 56,0.777
50.522696027,30.486467859,2.35,244,Store 56,0.935
50.522139336,30.486058125,2.43,245,Store 56,0.938
50.521057954,30.486564576,2.27,246,Store 56,0.869
50.518281174,30.486742341,2.26,247,Store 56,0.838
50.518320358,30.485436902,2.9,248,Store 56,0.929
50.518530025,30.489213504,2.34,249,Store 56,0.661
50.522095854,30.49491812,2.24,250,Store 56,0.409
50.522146995,30.495664863,2.24,251,Store 56,0.384
50.522197418,30.496418859,2.26,252,Store 56,0.364
50.52148705,30.49539055,2.11,253,Store 56,0.336
50.519998744,30.493996834,2.56,254,Store 56,0.33
50.521038168,30.49397666,2.34,255,Store 56,0.379
50.521564597,30.493991388,2.07,256,Store 56,0.413
50.521601396,30.494547338,2.12,257,Store 56,0.386
50.522019585,30.497402579,2.27,258,Store 56,0.323
50.518591396,30.492706532,2.63,259,Store 56,0.415
50.519628477,30.492656999,2.46,260,Store 56,0.416
50.520157967,30.492679631,2.01,261,Store 56,0.425
50.520205575,30.493277895,2.15,262,Store 56,0.386
50.51876995,30.4918706,2.24,263,Store 56,0.471
50.518214025,30.491292753,2.43,264,Store 56,0.521
50.51750424,30.490524708,2.53,265,Store 56,0.595
50.517401989,30.492177894,2.5,266,Store 56,0.49
50.516575646,30.491405529,2.5,267,Store 54,0.579
50.520505315,30.496595502,2.55,268,Store 56,0.198
50.519122967,30.49639538,2.54,269,Store 56,0.149
50.517947039,30.496288786,2.37,270,Store 56,0.21
50.517057742,30.495912495,2.44,271,Store 56,0.301
50.516121051,30.496004842,2.51,272,Store 54,0.385
50.516053994,30.493216941,2.21,273,Store 54,0.453
50.515482417,30.492312515,2.5,274,Store 54,0.447
50.515409831,30.493647719,2.22,275,Store 54,0.378
50.514671875,30.494543928,2.28,276,Store 54,0.274
50.514877693,30.496414767,2.61,277,Store 54,0.244
50.514380229,30.493327219,2.61,278,Store 54,0.313
50.499988471,30.518912438,2.35,279,Store 17,0.237
50.498950981,30.514479256,2.53,280,Store 17,0.265
50.498129978,30.513335413,2.15,281,Store 17,0.323
50.497389274,30.514977917,2.69,282,Store 17,0.216
50.437834022,30.633487857,2.31,283,Store 84,1.253
50.444220353,30.623302259,1.98,284,Store 35,1.023
50.445020508,30.625931695,2.37,285,Store 35,0.842
50.496803051,30.516442322,2.52,286,Store 17,0.164
50.492396502,30.507860362,2.67,287,Store 2,0.45
50.493219677,30.508663099,2.28,288,Store 2,0.345
50.496402259,30.509948379,2.36,289,Store 2,0.207
50.496392321,30.511891027,2.36,290,Store 2,0.126
50.496024775,30.504326265,2.44,291,Store 2,0.57
50.495467748,30.504225765,2.26,292,Store 2,0.571
50.49636087,30.506540283,2.24,293,Store 2,0.424
50.494386346,30.506695138,2.39,294,Store 2,0.409
50.491313567,30.512188271,2.44,295,Store 2,0.442
50.494633184,30.51031516,2.52,296,Store 2,0.158
50.492792129,30.513258962,2.37,297,Store 2,0.286
50.493809462,30.510752414,2.25,298,Store 2,0.198
50.494723948,30.511785447,2.63,299,Store 2,0.073
50.492873375,30.516341597,2.25,300,Store 2,0.393
50.43729565,30.501182264,1.35,301,Store 42,0.807
50.510150428,30.497595974,2.69,302,Store 55,0.077
50.509521102,30.496652542,2.06,303,Store 55,0.074
50.509522402,30.495765291,2.06,304,Store 55,0.136
50.509676735,30.493901468,2.53,305,Store 55,0.269
50.510992352,30.496100514,2.55,306,Store 54,0.198
50.510445699,30.494756088,2.38,307,Store 55,0.235
50.492800998,30.512388099,2.37,308,Store 2,0.277
50.49223805,30.51254405,0.53,309,Store 2,0.34
50.491989225,30.512709056,1.81,310,Store 2,0.368
50.49173655,30.5128359,1.78,311,Store 2,0.397
50.4916774,30.514651106,2.28,312,Store 2,0.435
50.492509425,30.517150498,2.3,313,Store 2,0.462
50.492644035,30.519461084,2.27,314,Store 2,0.586
50.493798925,30.516692208,2.25,315,Store 2,0.352
50.491943418,30.516884564,2.27,316,Store 2,0.494
50.49184815,30.51609225,1.78,317,Store 2,0.468
50.493780125,30.519695296,2.23,318,Store 17,0.482
50.49274684,30.520541917,2.26,319,Store 17,0.609
50.4920848,30.520810012,2.32,320,Store 17,0.685
50.490693698,30.508804706,2.28,321,Store 2,0.568
50.489564098,30.493537221,2.45,322,Store 2,1.472
50.496873537,30.508255822,2.36,323,Store 2,0.336
50.497464639,30.507668666,2.35,324,Store 2,0.407
50.498046368,30.507135381,2.32,325,Store 2,0.477
50.497082369,30.509336374,2.21,326,Store 2,0.289
50.517016784,30.486956473,2.26,327,Store 54,0.85
50.516422872,30.486542866,2.22,328,Store 54,0.839
50.516040833,30.487826875,2.22,329,Store 54,0.74
50.515066702,30.488728526,2.26,330,Store 54,0.633
50.515434086,30.48736651,2.23,331,Store 54,0.738
50.514994522,30.485818017,2.75,332,Store 54,0.822
50.514448288,30.488307621,2.35,333,Store 54,0.636
50.513664338,30.486311769,2.25,334,Store 54,0.755
50.510274976,30.486210696,2.22,335,Store 47,0.646
50.510310966,30.489412903,2.73,336,Store 47,0.565
50.516450455,30.488359594,2.81,337,Store 54,0.732
50.512244474,30.489256918,2.34,338,Store 54,0.541
50.511787707,30.490659822,2.69,339,Store 54,0.451
50.50980145,30.4885177,2.34,340,Store 47,0.527
50.508767957,30.48576686,2.77,341,Store 47,0.532
50.50853026,30.486622915,2.4,342,Store 47,0.472
50.509298584,30.489764966,2.61,343,Store 47,0.45
50.509771745,30.490487682,1.92,344,Store 47,0.495
50.495317616,30.508836218,3.04,345,Store 2,0.245
50.49264494,30.506722955,2.54,346,Store 2,0.492
50.497630988,30.504645287,2.56,347,Store 2,0.601
50.498970772,30.50621215,2.32,348,Store 46,0.453
50.499554435,30.505565125,2.38,349,Store 46,0.393
50.501410203,30.504923789,2.17,350,Store 46,0.213
50.503820581,30.509120841,2.75,351,Store 46,0.205
50.503982356,30.507971452,2.48,352,Store 46,0.148
50.501921717,30.505417363,2.17,353,Store 46,0.146
50.502444923,30.505899224,2.18,354,Store 46,0.078
50.502491595,30.507085228,2.36,355,Store 46,0.074
50.503237556,30.510573447,2.53,356,Store 18,0.245
50.501678231,30.51104998,2.69,357,Store 46,0.356
50.501082825,30.512539037,2.53,358,Store 18,0.458
50.502412751,30.512119936,2.15,359,Store 18,0.31
50.502427102,30.509421238,2.2,360,Store 46,0.218
50.502229439,30.499561383,2.54,361,Store 46,0.498
50.498397362,30.501090724,2.55,362,Store 46,0.642
50.493533851,30.506193975,2.34,363,Store 2,0.474
50.497580879,30.512461573,2.69,364,Store 2,0.255
50.491984003,30.513559801,1.77,365,Store 2,0.378
50.492234972,30.513409535,1.74,366,Store 2,0.349
50.491717881,30.506202485,2.85,367,Store 2,0.586
50.495978167,30.505675114,2.29,368,Store 2,0.475
50.494514369,30.505002168,2.55,369,Store 2,0.523
50.495722137,30.505533649,2.13,370,Store 2,0.481
50.504949378,30.48750993,1.93,371,Store 47,0.251
50.506308828,30.485742935,2.05,372,Store 47,0.388
50.50647425,30.48632745,1.77,373,Store 47,0.355
50.508086387,30.488510432,2.36,374,Store 47,0.354
50.510932751,30.488162058,2.07,375,Store 54,0.647
50.508586101,30.489128946,2.57,376,Store 47,0.386
50.5040362,30.493452588,2.46,377,Store 47,0.225
50.502934911,30.495153455,2.46,378,Store 47,0.396
50.502047575,30.49519977,2.68,379,Store 47,0.47
50.50378125,30.489942091,2.3,380,Store 47,0.188
50.506634394,30.491238273,2.04,381,Store 47,0.146
50.505877213,30.491676224,2.62,382,Store 47,0.077
50.506614737,30.493114836,2.48,383,Store 47,0.206
50.507786132,30.490722838,2.31,384,Store 47,0.274
50.504985156,30.491962909,2.47,385,Store 47,0.078
50.506855723,30.490316929,2.53,386,Store 47,0.176
50.510026691,30.492545041,2.37,387,Store 55,0.369
50.508748432,30.492496438,2.34,388,Store 55,0.376
50.511386174,30.494580727,2.72,389,Store 54,0.219
50.506953502,30.49398821,2.82,390,Store 47,0.277
50.5046755,30.494286451,2.06,391,Store 47,0.243
50.502933346,30.494311343,2.47,392,Store 47,0.354
50.503227991,30.496400975,2.34,393,Store 47,0.447
50.504292896,30.495020568,2.06,394,Store 47,0.306
50.502908209,30.492447446,2.88,395,Store 47,0.288
50.504871059,30.495843152,2.5,396,Store 47,0.346
50.5043814,30.497415872,2.46,397,Store 47,0.465
50.502263902,30.497153406,2.38,398,Store 47,0.552
50.503239491,30.497376929,2.35,399,Store 47,0.507
50.498030542,30.509861183,2.55,400,Store 2,0.35
50.49894382,30.510516779,1.13,401,Store 2,0.425
50.499539096,30.513026152,2.7,402,Store 17,0.386
50.500135378,30.510493077,2.37,403,Store 46,0.43
50.500280748,30.511387,2.18,404,Store 46,0.463
50.473470004,30.506317354,1.97,405,Store 57,0.367
50.472749921,30.506339271,2.21,406,Store 57,0.324
50.4732515,30.506886,1.99,407,Store 57,0.385
50.473725697,30.507810556,2.19,408,Store 57,0.469
50.524141992,30.504542446,2.39,409,Store 65,0.119
50.52377555,30.50303585,2.37,410,Store 65,0.146
50.526351682,30.502341246,2.05,411,Store 65,0.172
50.523719887,30.506943226,2.17,412,Store 65,0.277
50.525662208,30.50483034,2.16,413,Store 65,0.11
50.526065412,30.506399225,2.36,414,Store 65,0.227
50.513213605,30.510580414,2.81,415,Store 16,0.494
50.515150723,30.51403732,3.14,416,Store 15,0.565
50.513875984,30.509205746,2.36,417,Store 16,0.498
50.514440828,30.509955601,2.36,418,Store 16,0.579
50.515006533,30.510737427,2.36,419,Store 15,0.639
50.523654785,30.510875725,2.18,420,Store 15,0.46
50.43586065,30.5281659,2.18,421,Store 77,0.478
50.434956958,30.529243777,2.48,422,Store 77,0.603
50.43049205,30.549732,2.06,423,Store 40,1.402
50.436527255,30.527338006,2.13,424,Store 77,0.385
50.437071769,30.526606607,1.96,425,Store 77,0.307
50.437528597,30.525946112,1.89,426,Store 77,0.239
50.438017808,30.525346495,1.99,427,Store 77,0.174
50.4339528,30.5305376,2.33,428,Store 77,0.746
50.4331312,30.53150345,1.82,429,Store 40,0.662
50.432521026,30.53226174,1.84,430,Store 40,0.603
50.431347254,30.533710691,2.64,431,Store 40,0.51
50.428971288,30.5320116,2.0,432,Store 40,0.22
50.432660694,30.529490708,2.38,433,Store 40,0.613
50.428319793,30.531832808,2.24,434,Store 40,0.151
50.428050866,30.532627101,2.01,435,Store 40,0.17
50.4286485,30.52860605,1.88,436,Store 40,0.216
50.427880734,30.534038695,2.14,437,Store 40,0.253
50.426039581,30.532470555,3.13,438,Store 40,0.183
50.441141683,30.548922108,2.11,439,Store 77,1.842
50.441784128,30.548129228,1.68,440,Store 77,1.799
50.4378356,30.524472,2.18,441,Store 77,0.137
50.429030547,30.530505451,1.92,442,Store 40,0.204
50.428802266,30.529826375,2.29,443,Store 40,0.187
50.428202055,30.529073241,1.87,444,Store 40,0.157
50.428077208,30.529924735,2.0,445,Store 40,0.11
50.428254277,30.530826142,1.99,446,Store 40,0.118
50.424932287,30.539005202,2.75,447,Store 40,0.645
50.43320205,30.53062315,1.72,448,Store 40,0.667
50.4325943,30.5313542,1.77,449,Store 40,0.602
50.431945,30.53217295,1.83,450,Store 40,0.539
50.43706433,30.528810699,1.94,451,Store 77,0.441
50.436124763,30.530089209,2.21,452,Store 77,0.57
50.437757849,30.535858398,2.33,453,Store 77,0.905
50.43638975,30.5343969,1.83,454,Store 77,0.837
50.439041521,30.531736025,2.09,455,Store 77,0.607
50.438646339,30.533140564,1.91,456,Store 77,0.706
50.442297364,30.533450778,2.13,457,Store 77,0.827
50.442734436,30.532603356,2.05,458,Store 77,0.801
50.442598852,30.530880904,1.98,459,Store 77,0.693
50.432929534,30.540208654,2.21,460,Store 40,0.931
50.42769515,30.63987405,2.46,461,Store 84,0.076
50.437660102,30.499808134,3.12,462,Store 42,0.722
50.434211188,30.534639686,2.64,463,Store 40,0.83
50.474462531,30.444925887,1.93,464,Store 26,1.259
50.474024402,30.445349051,1.4,465,Store 26,1.215
50.43498017,30.533893191,1.62,466,Store 77,0.867
50.43437845,30.533168857,2.17,467,Store 40,0.818
50.444725822,30.62475425,2.12,468,Store 35,0.916
50.445354075,30.624660942,2.0,469,Store 35,0.864
50.44550625,30.62412905,1.99,470,Store 35,0.876
50.445621576,30.623660193,1.95,471,Store 35,0.889
50.44529825,30.622626773,2.27,472,Store 35,0.966
50.44591915,30.620721851,2.51,473,Store 35,1.024
50.44632795,30.6210278,2.01,474,Store 35,0.98
50.44440705,30.6203966,2.0,475,Store 35,1.149
50.44497745,30.620151,2.14,476,Store 35,1.12
50.4452385,30.6196289,1.97,477,Store 35,1.131
50.444379446,30.619094795,2.14,478,Store 35,1.22
50.4458653,30.6187939,2.2,479,Store 35,1.14
50.446473259,30.619212331,2.11,480,Store 35,1.079
50.446497647,30.61815614,2.01,481,Store 35,1.143
50.44582315,30.6174719,2.03,482,Store 35,1.222
50.446005273,30.616858341,1.97,483,Store 35,1.25
50.4461598,30.6162324,2.04,484,Store 35,1.281
50.445013397,30.616785871,2.13,485,Store 35,1.311
50.51074789,30.499607312,2.76,486,Store 55,0.197
50.508774427,30.50219152,2.92,487,Store 16,0.292
50.44622675,30.61554365,2.09,488,Store 35,1.321
50.445374239,30.615445678,1.95,489,Store 35,1.371
50.446811253,30.617000609,2.0,490,Store 35,1.2
50.446600572,30.620594706,2.19,491,Store 35,0.988
50.43876425,30.63713885,2.48,492,Store 84,1.298
50.439115864,30.638137789,2.02,493,Store 84,1.331
50.446564608,30.626885579,2.37,494,Store 35,0.662
50.4393185,30.62014905,1.89,495,Store 35,1.597
50.4367923,30.6327041,2.03,496,Store 84,1.165
50.435354567,30.599689247,2.31,497,Store 73,0.711
50.435926654,30.601032479,2.7,498,Store 73,0.745
50.437119981,30.603765729,2.55,499,Store 73,0.857
50.438184949,30.606321109,2.42,500,Store 73,1.002
50.43798385,30.60478055,2.27,501,Store 73,0.899
50.438794294,30.605947378,2.6,502,Store 73,0.966
50.439512218,30.606090268,2.42,503,Store 73,0.971
50.4399767,30.60558675,2.33,504,Store 73,0.935
50.439302601,30.604790947,2.43,505,Store 73,0.88
50.440167518,30.604447966,2.46,506,Store 73,0.855
50.44085155,30.605311827,2.17,507,Store 73,0.923
50.43683635,30.60209565,2.54,508,Store 73,0.76
50.437684785,30.603339089,2.52,509,Store 73,0.809
50.4364269,30.60037915,2.54,510,Store 73,0.676
50.436867748,30.599222138,2.48,511,Store 73,0.58
50.437209011,30.600621602,2.4,512,Store 73,0.648
50.437837904,30.602132417,2.37,513,Store 73,0.722
50.437479551,30.597882352,2.8,514,Store 73,0.464
50.437675948,30.600139187,2.38,515,Store 73,0.595
50.438308939,30.601653115,2.4,516,Store 73,0.675
50.440698881,30.604158922,2.32,517,Store 73,0.84
